id,pressure,currentdate,currentime,device
515,"93042.695312
","2019-05-01 13:45:50.454751",,/BSO-2
517,"93042.687500
","2019-05-01 13:46:00.459049",,/BSO-2
519,"93046.093750
","2019-05-01 13:46:10.479525",,/BSO-2
521,"93043.335938
","2019-05-01 13:46:20.497927",,/BSO-2
523,"93042.968750
","2019-05-01 13:46:30.508104",,/BSO-2
525,"93046.718750
","2019-05-01 13:46:40.520334",,/BSO-2
527,"93046.351562
","2019-05-01 13:46:50.540154",,/BSO-2
529,"93045.968750
","2019-05-01 13:47:00.548757",,/BSO-2
531,"93042.148438
","2019-05-01 13:47:10.560454",,/BSO-2
533,"93045.546875
","2019-05-01 13:47:20.549483",,/BSO-2
535,"93048.609375
","2019-05-01 13:47:30.562114",,/BSO-2
537,"93047.171875
","2019-05-01 13:47:40.568980",,/BSO-2
539,"93049.210938
","2019-05-01 13:47:50.588301",,/BSO-2
541,"93041.625000
","2019-05-01 13:48:00.601708",,/BSO-2
543,"93046.765625
","2019-05-01 13:48:10.608591",,/BSO-2
545,"93044.679688
","2019-05-01 13:48:20.621386",,/BSO-2
547,"93046.382812
","2019-05-01 13:48:30.640559",,/BSO-2
549,"93045.671875
","2019-05-01 13:48:40.658176",,/BSO-2
551,"93049.421875
","2019-05-01 13:48:50.660049",,/BSO-2
553,"93046.335938
","2019-05-01 13:49:00.659990",,/BSO-2
555,"93045.953125
","2019-05-01 13:49:10.659239",,/BSO-2
557,"93046.960938
","2019-05-01 13:49:20.694879",,/BSO-2
559,"93045.531250
","2019-05-01 13:49:30.711651",,/BSO-2
561,"93044.484375
","2019-05-01 13:49:40.719827",,/BSO-2
563,"93044.812500
","2019-05-01 13:49:50.719576",,/BSO-2
565,"93042.734375
","2019-05-01 13:50:00.729699",,/BSO-2
567,"93048.882812
","2019-05-01 13:50:10.739062",,/BSO-2
569,"93046.117188
","2019-05-01 13:50:20.782165",,/BSO-2
571,"93041.984375
","2019-05-01 13:50:30.799326",,/BSO-2
573,"93045.054688
","2019-05-01 13:50:40.821175",,/BSO-2
575,"93049.500000
","2019-05-01 13:50:50.829541",,/BSO-2
577,"93048.125000
","2019-05-01 13:51:00.848667",,/BSO-2
579,"93043.968750
","2019-05-01 13:51:10.871091",,/BSO-2
581,"93041.562500
","2019-05-01 13:51:20.879422",,/BSO-2
583,"93045.671875
","2019-05-01 13:51:30.892218",,/BSO-2
585,"93041.507812
","2019-05-01 13:51:40.900429",,/BSO-2
587,"93046.656250
","2019-05-01 13:51:50.900885",,/BSO-2
589,"93044.906250
","2019-05-01 13:52:00.932521",,/BSO-2
