id,pressure,currentdate,currentime,device
514,"93050.109375
","2019-05-01 13:45:44.049796",,/BSO-1
516,"93049.468750
","2019-05-01 13:45:54.064605",,/BSO-1
518,"93049.890625
","2019-05-01 13:46:04.075762",,/BSO-1
520,"93052.742188
","2019-05-01 13:46:14.106728",,/BSO-1
522,"93053.843750
","2019-05-01 13:46:24.113013",,/BSO-1
524,"93055.296875
","2019-05-01 13:46:34.134416",,/BSO-1
526,"93056.015625
","2019-05-01 13:46:44.143257",,/BSO-1
528,"93051.843750
","2019-05-01 13:46:54.172074",,/BSO-1
530,"93057.562500
","2019-05-01 13:47:04.183914",,/BSO-1
532,"93058.984375
","2019-05-01 13:47:14.205885",,/BSO-1
534,"93055.164062
","2019-05-01 13:47:24.229710",,/BSO-1
536,"93057.359375
","2019-05-01 13:47:34.265357",,/BSO-1
538,"93057.046875
","2019-05-01 13:47:44.277826",,/BSO-1
540,"93054.250000
","2019-05-01 13:47:54.284856",,/BSO-1
542,"93057.062500
","2019-05-01 13:48:04.294682",,/BSO-1
544,"93051.531250
","2019-05-01 13:48:14.316599",,/BSO-1
546,"93055.078125
","2019-05-01 13:48:24.317013",,/BSO-1
548,"93051.609375
","2019-05-01 13:48:34.319143",,/BSO-1
550,"93050.953125
","2019-05-01 13:48:44.318942",,/BSO-1
552,"93058.703125
","2019-05-01 13:48:54.332804",,/BSO-1
554,"93049.937500
","2019-05-01 13:49:04.345433",,/BSO-1
556,"93050.671875
","2019-05-01 13:49:14.346202",,/BSO-1
558,"93059.117188
","2019-05-01 13:49:24.367251",,/BSO-1
560,"93059.843750
","2019-05-01 13:49:34.377639",,/BSO-1
562,"93052.132812
","2019-05-01 13:49:44.379169",,/BSO-1
564,"93053.906250
","2019-05-01 13:49:54.396835",,/BSO-1
566,"93053.578125
","2019-05-01 13:50:04.407746",,/BSO-1
568,"93049.359375
","2019-05-01 13:50:14.426697",,/BSO-1
570,"93055.007812
","2019-05-01 13:50:24.447566",,/BSO-1
